PAIS,ESTADO,CIDADE,CODIGO IBGE CIDADE,CODIGO IBGE ESTADO,REGIAO,POP 2010 IBGE,DATA CRIAÇÃO,INSTITUIÇÃO,SIGLA,MODELO,COORDENADOR,CURSO/ÁREA,MODELO/NUMERO,NOME,CONTATO,E-MAIL,FACEBOOK ,INSTAGRAM,SITE,YOUTUBE,DISCIPLINA CORRELATIVA,DISCIPLINA CURRICULAR,NATUREZA,Gênese e Propriedade do Solo,Gênese e Morfologia do Solo,Gênese e Classificação do Solo,Gênese do Solo,Classificação Solo,Propriedades do Solo,Pedologia,Nutrição Mineral de Plantas,Fertilidade do Solo,Levantamento de Solo,Mecânica do Solo,Geologia,Manejo e Conservação do Solo e da Água,Física do Solo,Classificação do Solo,Manejo e Conservação do Solo ,"Uso, Manejo e Conservação do Solo",Fundamentos de Física dos Solos,Mineralogia,Química do Solo,Física do Solo,Solos do Semiárido,Elementos do Solo,Matéria Ôrganica do Solo,Atributos e Classificação do Solo,Introdução à Ciência do Solo,Ciência do Solo,Edafologia,Morfologia e Classificação do Solo,Conservação do Solo,Natureza e Propriedades do Solo,Pedologia Prática,"Contituição, Propriedades do Solo","Levantantamento, aptidão, manejo e conservação do solo",Edafologia Aplicada,Pedologia Aplicada,Manejo Ecológico do Solo,Caracteristica e Propriedade do Solo,Sistema Planta-Solo-Atmosfera,Geologia Aplicada a Solos,  Tecnologia do Solo,"Manejo, conservação e recuperação áreas degradadas",Solo 1,Solo 2,Fundamentos de Pedologia,Introdução à Ciência do Solo,Solos,Ciência do Solo I,Ciência do Solo II,Fundamentos de Ciência do Solo,Biologia do Solo,Classificação e Levantamento de Solo,Propriedades Físicas e Quimicas do Solo," Gênese, Morfologia e Classificação Solo",Manejo do Solo,Propriedades Físicas dos Solos,Facebook_N,INSTAGRAM_N,YOUTUBE_N,SITE_N
Brasil,GO,Goiânia,5208707,52,Centro-Oeste,"1302001,00",5/22/2015,Universidade Federal de Goiás,UFG,Federal,Andrelisa Santos de Jesus,Geografia ,Federal,Multiplicando Saberes sobre Solos,sim,sim,não,sim,não,não,sim,Geologia / Pedologia / ,obrigatória,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Brasil,GO,Goiânia,5208707,52,Centro-Oeste,"1302001,00",10/21/2014,Universidade Federal de Goiás,UFG,Federal,Renata Santos Momoli,Geografia ,Federal,Projeto Solo na Escola / LABOGEF-IESA-UFG,sim,sim,não,não,sim,não,sim,Geologia / Pedologia / ,obrigatória,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brasil,MS,Dourados,5003702,50,Centro-Oeste,"196035,00",5/1/2018,Universidade Federal da Grande Dourado,UFGD,Federal,Carla Eloize Carducci,Agronomia,Federal,Museu de Ciência do Solo: para Ver e Conservar,sim,sim,sim,não,não,não,sim,Classificação do Solo /  Física do Solo / Manejo e Conservação do Solo / ,obrigatória,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brasil,MS,Campo Grande,5002704,50,Centro-Oeste,"786797,00",10/30/2018,Universidade Federal de Mato Grosso do Sul,UFMS,Federal,Sérgio Carvalho de Araújo,Química,Federal,Projeto A Ciência do Solo e seu Papel Social e Ambiental,sim,sim,não,não,sim,não,não,Não se aplica / ,Não se aplica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brasil,MS,Cassilândia,5002902,50,Centro-Oeste,"20966,00",2/3/2020,Universidade Estadual do Mato Grosso do Sul ,UEMS,Estadual,Maria Aparecida do Nascimento dos Santos,Agronomia,Estadual,Projeto Solo na Escola / UEMS,sim,sim,não,sim,não,não,sim,Gênese e Morfologia do Solo /  Física do Solo /  Classificação do Solo / ,obrigatória,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Brasil,MS,Mundo Novo,5005681,50,Centro-Oeste,"17043,00",8/1/2017,Universidade Estadual do Mato Grosso do Sul ,UEMS,Estadual,Leandro Marciano Marra,Tecnologia em Gestão Ambiental,Estadual,"Solo, Sustentabilidade e Educação Ambiental na APAE - Mundo Novo (MS)",sim,sim,não,não,não,não,sim,Manejo e Conservação do Solo / ,obrigatória,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,MT,Cáceres,5102504,51,Centro-Oeste,"87942,00",3/5/2010,"Instituto Federal de Educação, Ciência e Tecnologia do Estado do Mato Grosso ",IFMT,Instituto Federal,Juberto Babilônia de Sousa,Eng. Floretal / Téc. Agropecuária,Instituto Federal,Arte Livre com Solos,sim,sim,não,não,não,não,sim,"Eng. Florestal - Gênise e Morfologia do Solo / Classificação do Solo / Conservação do solo / - Téc. Agropecuária - Uso, Manejo e Conservação do Solo / ",obrigatória,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,MT,Tangará da Serra,5107958,51,Centro-Oeste,"83431,00",9/1/2019,Universidade do Estado do Mato Grosso ,UNEMAT,Estadual,Marcio Osvaldo Lima Magalhães,Agronomia,Estadual,Manejo do Solo: Produção e Conservação,sim,sim,não,não,não,não,sim,Natureza e Propriedades do Solo / Física do solo / Manejo e Conservação do Solo e da Água / ,obrigatória,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,MT,Campo Novo dos Parecis,5102637,51,Centro-Oeste,"27577,00",6/1/2018,Instituto Federal de Mato Grosso ,IFMT,Instituto Federal,Franciele Caroline de Assis Valadão,Agronomia / Téc. Agropecuária,Instituto Federal,Programa Solo na Escola / GPSOLOS Campo Novo do Parecis,sim,sim,sim,não,não,não,sim,Gênise e Classificação do solo / Manejo e conservação do solo / ,obrigatória,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brasil,MT,Nova Xavantina,5106257,51,Centro-Oeste,"19643,00",4/15/2019,Universidade do Estado do Mato Grosso ,UNEMAT,Estadual,Silvio Yoshiharu Ushiwata,Agronomia,Estadual,Projeto Solo na Escola / UNEMAT,sim,sim,sim,não,sim,não,sim,Manejo e conservação do solo / Pedologia / Natureza e Propriedade do Solo / ,obrigatória,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Brasil,MT,Rondonópolis,5107602,51,Centro-Oeste,"195476,00",5/1/2016,Universidade Federal de Mato Grosso  ,UFMT,Federal,Caio Augusto Marques dos Santos,Geografia Lic. ,Federal,Terra Viva,sim,sim,não,não,não,não,sim,Pedologia,optativa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,MG,Juiz de Fora,3136702,31,Sudeste,"516247,00",3/1/2020,Universidade Federal de Juiz de Fora ,UFJF,Federal,Gisele Barbosa dos Santos,Geografia,Federal,"Ampliando os Horizontes: o Solo, A Vida e a Arte / UFJF",sim,sim,não,sim,não,não,sim,Pedologia / Pedologia Prática / ,obrigatória,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Brasil,MG,Passos,3147907,31,Sudeste,"106290,00",5/3/2019,Universidade do Estado de Minas Gerais,UEMG,Estadual,Franciane Diniz Cogo,Agronomia,Estadual,Educação em Solos,sim,sim,não,não,sim,não,sim,Propriedades do Solo / Classificação do Solo / Manejo e Conservação do Solo e da Água / ,obrigatória,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brasil,MG,Unaí,3170404,31,Sudeste,"77565,00",3/1/2017,Universidade Federal dos Vales do Jequitinhonha e Mucuri,UFVJM,Federal,Ingrid Horák Terra,Museu,Federal,Museu de Solos do ICA/UFVJM,sim,sim,sim,sim,sim,não,não,não,não  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Brasil,MG,Viçosa,3171303,31,Sudeste,"72220,00",2/1/2000,Universidade Federal de Viçosa,UFV,Federal,Hildeblandi Farias de Melo,Agronomia - Ciência Agrárias,Federal,Programa de Educação em Solos e Meio Ambiente (PES),sim,sim,não,sim,sim,sim,sim,"Gênese do Solo / Constituição, Propriedades do Solo /  Classficação do Solo / Fertilidade do solo / Levantantamento, aptidão, manejo e conservação do solo / ",obrigatória,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Brasil,MG,Belo Horizonte,3106200,31,Sudeste,"2375151,00",5/1/2013,Parque Estadual Serra Verde,IEF ,Estadual,Miguel Franco de Carvalho Filho,Instituto de Pesquisa,Estadual,Trilha do Solo,sim,sim,sim,sim,sim,sim,não,não,não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Brasil,MG,Ituiutaba,3134202,31,Sudeste,"97171,00",10/2/2015,Universidade Federal de Uberlândia ,UFU,Federal,Leda Correia Pedro Miyazaki,Geografia,Federal,Projeto EducaSolos,sim,sim,não,sim,não,não,sim,Pedologia,sim,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Brasil,RJ,Niterói,3303302,33,Sudeste,"487562,00",10/1/2018,Universidade Federal Fluminense,UFF,Federal,Itaynara Batista,Eng. Agrícola / Geografia,Federal,Conhecendo o Solo,sim,sim,não,não,não,não,sim,Edafologia Aplicada / Física do Solo / Mecânica do Solo / Conservação do Solo e Água / Pedologia Aplicada,obrigatória,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,RJ,Niterói,3303302,33,Sudeste,"487562,00",4/1/2005,Universidade Federal Fluminense,UFF,Federal,Reiner Olíbano Rosas,Geografia,Federal,Experimentoteca de Solos,sim,sim,sim,não,não,não,sim,Pedologia / Manejo Ecológico do Solo / ,obrigatória,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brasil,RJ,Seropédica,3305554,33,Sudeste,"78186,00",3/22/2012,Universidade Federal Rural do Rio de Janeiro,UFRRJ,Federal,Marcos Bacis Ceddia,Museu,Federal,Museus de Solo do Brasil / MSB-UFRRJ,sim,sim,sim,não,sim,sim,não,não,não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Brasil,RJ,Rio de Janeiro,3304557,33,Sudeste,"6320446,00",1/1/1997,Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA Solos,EMBRAPA,Federal,Claudio Lucas Capeche,Instituto de Pesquisa,Federal,EMBRAPA & Escola,sim,sim,não,não,não,sim,não,não,não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Brasil,RJ,Nova Iguaçu,3303500,33,Sudeste,"796257,00",11/27/2019,Universidade Federal Rural do Rio de Janeiro,UFRRJ,Federal,Sarah Lawall,Lic. Geografia ,Federal,Programa Solos Itinerantes ,sim,sim,não,não,não,não,não ,Não contem na grade ,não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,SP,Campinas,3509502,35,Sudeste,"1080113,00",1/1/2004,Instituto Agronômico de Campinas,IAC,Estadual,Isabella Clerici De Maria,Instituto de Pesquisa,Estadual,Popularização do Solo no Instituto Agrônomico,sim,sim,não,não,sim,sim,não,não,não ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Brasil,SP,Campinas,3509502,35,Sudeste,"1080113,00",8/1/2015,Universidade Estadual de Campinas,UNICAMP,Estadual,Jerusa Schneider,Eng. Agrícola  ,Estadual,Programa Ciência e Arte nas Férias/UNICAMP,sim,sim,não,não,não,não,sim,Pedologia / Caracteristica e Propriedade do Solo / Sistema Planta-Solo-Atmosfera / Manejo e Conservação do Solo ,sim,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,SP,Piracicaba,3538709,35,Sudeste,"364571,00",11/26/2006,Universidade de São Paulo,USP,Estadual,Antonio Carlos de Azevedo,Eng. Agrônomica ,Estadual,Programa Solo na Escola - ESALQ,sim,sim,sim,sim,sim,sim,sim ,Geologia Aplicada a Solos / Física do Solo / Gênise e Morfologia do Solo / Classificação do Solo / Tecnologia do Solo. ,sim ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Brasil,SP,São Paulo,3550308,35,Sudeste,"11253503,00",4/15/2014,Universidade de São Paulo,USP,Estadual,Déborah de Oliveira,Geografia,Estadual,Programa Solo na Escola - Geografia/USP,sim,sim,sim,não,sim,sim,sim,Pedologia,sim,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Brasil,SP,Ourinhos,3534708,35,Sudeste,"103035,00",8/1/2016,Universidade Estadual Paulista,UNESP,Estadual,Maria Cristina Perusi,Geografia,Estadual,Projeto Permanente de Educação em Solo - Coloide,sim,sim,não,não,sim,sim,sim,Pedologia ,sim,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Brasil,SP,Matão,3529302,35,Sudeste,"76786,00",3/1/2019,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",IFSP,Instituto Federal,José Marcos Garrido Beraldo,Eng. Energia Renováveis ,Instituto Federal,Projeto Solo na Escola - Cores da Terra,sim,sim,não,não,sim,não,sim,"Sistema Planta-Solo-Atmosfera / Manejo, conservação e recuperação áreas degradadas /",sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brasil,SP,Presidente Prudente,3541406,35,Sudeste,"207610,00",3/1/2004,Universidade Estadual Paulista,UNESP,Estadual,João Osvaldo Rodrigues Nunes,Geografia,Estadual,Projeto Trilhando pelos Solos ,sim,sim,não,não,sim,sim,sim,Pedologia / ,optativa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Brasil,SP,Campina do Monte Alegre,3509452,35,Sudeste,"5567,00",8/1/2018,Universidade Federal de São Carlos,UFSCar,Federal,Laíze Aparecida Ferreira Vilela,Eng. Agrônomica ,Federal,Solos: Expandindo seus Horizontes,sim,sim,não,não,sim,sim,sim,Solos 1 / Qímica do Solo /  Fertilidade do Solo / Solo 2 / ,obrigatória,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Brasil,PR,Santa Tereza do Oeste,4124020,41,Sul,"10332,00",12/5/2019,Instituto Agronômico do Paraná,IAPAR,Estadual,Luiz Antônio Zanão Júnior,Instituto de Pesquisa,Estadual,Popularização dos Solos no IAPAR,sim,sim,não,não,não,sim,não,não,não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brasil,PR,Curitiba,4106902,41,Sul,"1751907,00",8/1/2018,Universidade  Tecnológica Federal do Paraná ,UTFPR,Federal,Sonia Zanello,Química,Federal,"Projeto Criança na Universidade ? Sim, é Possível. ",sim,sim,sim,não,não,não,sim,Pedologia  / ,obrigatória,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brasil,PR,Curitiba,4106902,41,Sul,"1751907,00",1/1/2002,Universidade Federal do Paraná,UFPR,Federal,Marcelo Ricardo de Lima,Eng. Agrônomica ,Federal,Programa Solo na Escola / UFPR,sim,sim,sim,sim,sim,sim,sim,Química do Solo / Fertilidade do Solo / Física do Solo / Manejo de Conservação Solo e da Água / ,obrigatória,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Brasil,PR,Cornélio Procópio,4106407,41,Sul,"46928,00",12/5/2019,Universidade Estadual do Norte do Paraná,UENP,Estadual,Jully Gabriela Retzlaf de Oliveira,Lic. Geografia ,Estadual,Projeto Solo na Escola / UENP,sim,sim,não,sim,não,sim,sim,Fundamentos de Pedologia / ,obrigatória,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Brasil,PR,Jandaia do Sul,4112108,41,Sul,"20269,00",12/1/2018,Universidade Federal do Paraná,UFPR,Federal,Osvaldo Guedes Filho,Eng. Agrícola,Federal,Projeto Solo na Escola /UFPR,sim,sim,sim,sim,não,não,sim,Introdução a Ciência do Solo / Física do Solo /  Conservação do Solo e Água / Mecânica do Solo / ,obrigatória,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Brasil,PR,Matinhos,4115705,41,Sul,"29428,00",3/7/2016,Universidade Federal do Paraná,UFPR,Federal,Gilson Walmor Dahmer,Téc. Agroecologia,Federal,Solo com Ciência,sim,sim,não,não,não,não,não apresenta ,não apresenta ,não apresenta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,PR,Campo Largo,4104204,41,Sul,"112377,00",8/1/2017,Instituto Federal do Paraná,IFPR,Instituto Federal,Felipe Pinho de Oliveira,Técnologia Agroecologia,Instituto Federal,Solo e Meio Ambiente no IFPR,sim,sim,não,não,não,não,sim,Solos / Manejo Ecológico do Solo / ,obrigatória,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,RS,São Luiz Gonzaga,4318903,43,Sul,"34556,00",12/1/2018,Universidade Estadual do Rio Grande do Sul,UERGS,Estadual,Rosicler Alonso Backes,Agronomia,Estadual,Conservação do Solo e Água,sim,sim,não,não,não,não,sim,Introdução à Ciência do Solo / Manejo e Conservação do Solo / Fertilidade do Solo / ,obrigatória,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,RS,Três Passos,4321907,43,Sul,"23965,00",7/1/2015,Universidade Estadual do Rio Grande do Sul,UERGS,Estadual,Marciel Redin,Agronomia,Estadual,Educação e Popularização da Ciência do Solo em Ambientes Escolares,sim,sim,não,não,não,não,sim,Introdução à Ciência do solo / Fertilidade do solo / Manejo e conservação do solo / ,obrigatória,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,RS,São Gabriel,4318309,43,Sul,"60425,00",1/2/2012,Universidade Federal do Pampa,UNIPAMPA,Federal,Mirla Andrade Weber,Ciência Biológicas,Federal,Educação em Solos para Crianças,sim,sim,não,não,não,não,não apresenta ,não apresenta ,não apresenta ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasil,RS,Pelotas,4314407,43,Sul,"328275,00",4/1/2011,Universidade de Pelotas,UFPel,Federal,Luis Eduardo Akiyoshi Sanches Suzuki,Eng. Hídrica,Federal,Espaço Solo e Água,sim,sim,não,não,sim,não,sim,Ciência do solo I  / Ciência do solo II / Mecânica do Solo / ,obrigatória,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Brasil,RS,Santa Maria,4316907,43,Sul,"261031,00",1/8/1973,Universidade Federal de Santa Maria,UFSM,Federal,Fabrício de Araújo Pedron,Agronomia / Museu,Federal,Museu de Solos do Rio Grande do Sul,sim,sim,sim,não,sim,sim,sim,"Fundamentos da Ciência do Solo / Classificação do Solo / Fertilidade do Solo / Uso, Manejo e Conservação do Solo / ",obrigatória,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
Brasil,RS,Capão do Leão,4316907,43,Sul,"261031,00",3/1/2019,Universidade Federal de Pelotas,UFPel,Federal,Pablo Miguel,Agronomia,Federal,Solos no Ensino Fundamental / UFPel,sim,sim,não,não,sim,não,sim,Morfologia e Gênese do Solo / Química do Solo / Física do Solo / Biologia do Solo / Classificação e Levantamento de Solo / Fertilidade do Solo / Manejo e Conservação do Solo / ,obrigatória,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Brasil,SC,Curitibanos,4204806,42,Sul,"37748,00",9/15/2020,Universidade Federal de Santa Catarina ,UFSC,Federal,Tancredo Augusto Feitosa de Souza,Agronomia,Federal,Caminhos para Classificar a Biota do Solo,sim,sim,não,não,não,não,sim,"Propriedades Físicas e Quimicas do Solo / Gênise, Morfologia e Classificação Solo / Fertilidade do Solo / Manejo e Conservação do Solo e Água / ",obrigatória,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Brasil,SC,Curitibanos,4204806,42,Sul,"37748,00",1/1/2017,Universidade Federal de Santa Catarina ,UFSC,Federal,Alexandre ten Caten,Agronomia,Federal,Cores do Solo,sim,sim,não,não,não,não,sim,"Propriedades Físicas e Químicas do Solo / Gênise, Morfologia e Classificação Solo / Fertilidade do Solo / Manejo e Conservação do Solo e Água / ",obrigatória,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
